450,280900.000000,135833.333333,135833.333333
460,270400.000000,142266.666667,142266.666667
470,260100.000000,148900.000000,148900.000000
480,250000.000000,155733.333333,155733.333333
490,240100.000000,162766.666667,162766.666667
500,230400.000000,170000.000000,170000.000000
510,220900.000000,177433.333333,177433.333333
520,211600.000000,185066.666667,185066.666667
530,202500.000000,192900.000000,192900.000000
540,193600.000000,200933.333333,200933.333333
550,184900.000000,209166.666667,209166.666667
560,176400.000000,217600.000000,217600.000000
570,168100.000000,226233.333333,226233.333333
580,160000.000000,235066.666667,235066.666667
590,152100.000000,244100.000000,244100.000000
600,144400.000000,253333.333333,253333.333333
610,136900.000000,262766.666667,262766.666667
620,129600.000000,272400.000000,272400.000000
630,122500.000000,282233.333333,282233.333333
640,115600.000000,292266.666667,292266.666667
650,108900.000000,302500.000000,302500.000000
660,102400.000000,312933.333333,312933.333333
670,96100.000000,323566.666667,323566.666667
680,90000.000000,334400.000000,334400.000000
690,84100.000000,345433.333333,345433.333333
700,78400.000000,356666.666667,356666.666667
710,72900.000000,368100.000000,368100.000000
720,67600.000000,379733.333333,379733.333333
730,62500.000000,391566.666667,391566.666667
740,57600.000000,403600.000000,403600.000000
750,52900.000000,415833.333333,415833.333333
760,48400.000000,428266.666667,428266.666667
770,44100.000000,440900.000000,440900.000000
780,40000.000000,453733.333333,453733.333333
790,36100.000000,466766.666667,466766.666667
800,32400.000000,480000.000000,480000.000000
810,28900.000000,493433.333333,493433.333333
820,25600.000000,507066.666667,507066.666667
830,22500.000000,520900.000000,520900.000000
840,19600.000000,534933.333333,534933.333333
850,16900.000000,549166.666667,549166.666667
860,14400.000000,563600.000000,563600.000000
870,12100.000000,578233.333333,578233.333333
880,10000.000000,593066.666667,593066.666667
890,8100.000000,608100.000000,608100.000000
900,6400.000000,623333.333333,623333.333333
910,4900.000000,638766.666667,638766.666667
920,3600.000000,654400.000000,654400.000000
930,2500.000000,670233.333333,670233.333333
940,1600.000000,686266.666667,686266.666667
950,900.000000,702500.000000,702500.000000
960,400.000000,718933.333333,718933.333333
970,100.000000,735566.666667,735566.666667
980,0.000000,752400.000000,752400.000000
990,100.000000,769433.333333,769433.333333
1000,400.000000,786666.666667,786666.666667
