-1000,0.004000,7.706917,1.339560
-990,0.001000,7.537583,1.267360
-980,0.000000,7.370250,1.197160
-970,0.001000,7.204917,1.128960
-960,0.004000,7.041583,1.062760
-950,0.009000,6.880250,0.998560
-940,0.016000,6.720917,0.936360
-930,0.025000,6.563583,0.876160
-920,0.036000,6.408250,0.817960
-910,0.049000,6.254917,0.761760
-900,0.064000,6.103583,0.707560
-890,0.081000,5.954250,0.655360
-880,0.100000,5.806917,0.605160
-870,0.121000,5.661583,0.556960
-860,0.144000,5.518250,0.510760
-850,0.169000,5.376917,0.466560
-840,0.196000,5.237583,0.424360
-830,0.225000,5.100250,0.384160
-820,0.256000,4.964917,0.345960
-810,0.289000,4.831583,0.309760
-800,0.324000,4.700250,0.275560
-790,0.361000,4.570917,0.243360
-780,0.400000,4.443583,0.213160
-770,0.441000,4.318250,0.184960
-760,0.484000,4.194917,0.158760
-750,0.529000,4.073583,0.134560
-740,0.576000,3.954250,0.112360
-730,0.625000,3.836917,0.092160
-720,0.676000,3.721583,0.073960
-710,0.729000,3.608250,0.057760
-700,0.784000,3.496917,0.043560
-690,0.841000,3.387583,0.031360
-680,0.900000,3.280250,0.021160
-670,0.961000,3.174917,0.012960
-660,1.024000,3.071583,0.006760
-650,1.089000,2.970250,0.002560
-640,1.156000,2.870917,0.000360
-630,1.225000,2.773583,0.000160
-620,1.296000,2.678250,0.001960
-610,1.369000,2.584917,0.005760
-600,1.444000,2.493583,0.011560
-590,1.521000,2.404250,0.019360
-580,1.600000,2.316917,0.029160
-570,1.681000,2.231583,0.040960
-560,1.764000,2.148250,0.054760
-550,1.849000,2.066917,0.070560
-540,1.936000,1.987583,0.088360
-530,2.025000,1.910250,0.108160
-520,2.116000,1.834917,0.129960
-510,2.209000,1.761583,0.153760
-500,2.304000,1.690250,0.179560
-490,2.401000,1.620917,0.207360
-480,2.500000,1.553583,0.237160
-470,2.601000,1.488250,0.268960
-460,2.704000,1.424917,0.302760
-450,2.809000,1.363583,0.338560
-440,2.916000,1.304250,0.376360
-430,3.025000,1.246917,0.416160
-420,3.136000,1.191583,0.457960
-410,3.249000,1.138250,0.501760
-400,3.364000,1.086917,0.547560
-390,3.481000,1.037583,0.595360
-380,3.600000,0.990250,0.645160
-370,3.721000,0.944917,0.696960
-360,3.844000,0.901583,0.750760
-350,3.969000,0.860250,0.806560
-340,4.096000,0.820917,0.864360
-330,4.225000,0.783583,0.924160
-320,4.356000,0.748250,0.985960
-310,4.489000,0.714917,1.049760
-300,4.624000,0.683583,1.115560
-290,4.761000,0.654250,1.183360
-280,4.900000,0.626917,1.253160
-270,5.041000,0.601583,1.324960
-260,5.184000,0.578250,1.398760
-250,5.329000,0.556917,1.474560
-240,5.476000,0.537583,1.552360
-230,5.625000,0.520250,1.632160
-220,5.776000,0.504917,1.713960
-210,5.929000,0.491583,1.797760
-200,6.084000,0.480250,1.883560
-190,6.137000,0.438250,1.913493
-180,6.192000,0.398250,1.945427
-170,6.249000,0.360250,1.979360
-160,6.308000,0.324250,2.015293
-150,6.369000,0.290250,2.053227
-140,6.432000,0.258250,2.093160
-130,6.497000,0.228250,2.135093
-120,6.564000,0.200250,2.179027
-110,6.633000,0.174250,2.224960
-100,6.704000,0.150250,2.272893
-90,6.777000,0.128250,2.322827
-80,6.852000,0.108250,2.374760
-70,6.929000,0.090250,2.428693
-60,7.008000,0.074250,2.484627
-50,7.089000,0.060250,2.542560
-40,7.172000,0.048250,2.602493
-30,7.257000,0.038250,2.664427
-20,7.344000,0.030250,2.728360
-10,7.433000,0.024250,2.794293
0,7.524000,0.020250,2.862227
10,7.486333,0.012250,2.847627
20,7.450667,0.006250,2.835027
30,7.417000,0.002250,2.824427
40,7.385333,0.000250,2.815827
50,7.355667,0.000250,2.809227
60,7.328000,0.002250,2.804627
70,7.302333,0.006250,2.802027
80,7.278667,0.012250,2.801427
90,7.257000,0.020250,2.802827
100,7.237333,0.030250,2.806227
110,7.219667,0.042250,2.811627
120,7.204000,0.056250,2.819027
130,7.190333,0.072250,2.828427
140,7.178667,0.090250,2.839827
150,7.169000,0.110250,2.853227
160,7.161333,0.132250,2.868627
170,7.155667,0.156250,2.886027
180,7.152000,0.182250,2.905427
190,7.150333,0.210250,2.926827
200,7.150667,0.240250,2.950227
210,6.995667,0.251583,2.864427
220,6.842667,0.264917,2.780627
230,6.691667,0.280250,2.698827
240,6.542667,0.297583,2.619027
250,6.395667,0.316917,2.541227
260,6.250667,0.338250,2.465427
270,6.107667,0.361583,2.391627
280,5.966667,0.386917,2.319827
290,5.827667,0.414250,2.250027
300,5.690667,0.443583,2.182227
310,5.555667,0.474917,2.116427
320,5.422667,0.508250,2.052627
330,5.291667,0.543583,1.990827
340,5.162667,0.580917,1.931027
350,5.035667,0.620250,1.873227
360,4.910667,0.661583,1.817427
370,4.787667,0.704917,1.763627
380,4.666667,0.750250,1.711827
390,4.547667,0.797583,1.662027
400,4.430667,0.846917,1.614227
410,4.315667,0.898250,1.568427
420,4.202667,0.951583,1.524627
430,4.091667,1.006917,1.482827
440,3.982667,1.064250,1.443027
450,3.875667,1.123583,1.405227
460,3.770667,1.184917,1.369427
470,3.667667,1.248250,1.335627
480,3.566667,1.313583,1.303827
490,3.467667,1.380917,1.274027
500,3.370667,1.450250,1.246227
510,3.275667,1.521583,1.220427
520,3.182667,1.594917,1.196627
530,3.091667,1.670250,1.174827
540,3.002667,1.747583,1.155027
550,2.915667,1.826917,1.137227
560,2.830667,1.908250,1.121427
570,2.747667,1.991583,1.107627
580,2.666667,2.076917,1.095827
590,2.587667,2.164250,1.086027
600,2.510667,2.253583,1.078227
610,2.435667,2.344917,1.072427
620,2.362667,2.438250,1.068627
630,2.291667,2.533583,1.066827
640,2.222667,2.630917,1.067027
650,2.155667,2.730250,1.069227
660,2.090667,2.831583,1.073427
